
Tue Jan 24 15:59:01 2012
System: AIX 7.1 Node: D-DB-NIM
Machine: 00CADA0E4C00
Internet Address: 0A070D32 10.7.13.50
At trace startup, the system contained 16 cpus, of which 16 were traced.
Buffering: Kernel Heap
This is from a 64-bit kernel.
Tracing only these hooks, 59b0,59c0



trace -aj 59B,59C -o tmp_demoted/trace.out      


ID   PROCESS NAME   CPU PID      TID      I    ELAPSED_SEC     DELTA_MSEC   APPL    SYSCALL KERNEL  INTERRUPT

001  trace          0   7012368  42139671      0.000000000       0.000000                   TRACE ON channel 0
59B  --1-           -1  -1       42795231      3.545460031       0.003719                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD98EA, length = 1000
59B  --1-           -1  -1       42795231      3.545463718       0.003687                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002108446, length = 1000
59B  --1-           -1  -1       42795231      3.545467193       0.003475                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD990E, length = 1000
59B  --1-           -1  -1       42795231      3.545471031       0.003838                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107B16, length = 1000
59B  --1-           -1  -1       42795231      3.545474830       0.003799                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9932, length = 1000
59B  --1-           -1  -1       42795231      3.545479281       0.004451                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021065E1, length = 1000
59B  --1-           -1  -1       42795231      3.545483000       0.003719                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9956, length = 1000
59B  --1-           -1  -1       42795231      3.545487224       0.004224                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002108AC7, length = 1000
59B  --1-           -1  -1       42795231      3.545490781       0.003557                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD997A, length = 1000
59B  --1-           -1  -1       42795231      3.545495044       0.004263                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CBE7, length = 1000
59B  --1-           -1  -1       42795231      3.545498562       0.003518                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD99C2, length = 1000
59B  --1-           -1  -1       42795231      3.545502662       0.004100                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210502E, length = 1000
59B  --1-           -1  -1       42795231      3.545506150       0.003488                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD99E6, length = 1000
59B  --1-           -1  -1       42795231      3.545510156       0.004006                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210A3D4, length = 1000
59B  --1-           -1  -1       42795231      3.545514343       0.004187                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A0A, length = 1000
59B  --1-           -1  -1       42795231      3.545518125       0.003782                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210A3B7, length = 1000
59B  --1-           -1  -1       42795231      3.545522187       0.004062                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A2E, length = 1000
59B  --1-           -1  -1       42795231      3.545525968       0.003781                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021027D6, length = 1000
59B  --1-           -1  -1       42795231      3.545529751       0.003783                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A52, length = 1000
59B  --1-           -1  -1       42795231      3.545533984       0.004233                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002104EA2, length = 1000
59B  --1-           -1  -1       42795231      3.545539718       0.005734                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A76, length = 1000
59B  --1-           -1  -1       42795231      3.545544156       0.004438                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CC11, length = 1000
59B  --1-           -1  -1       42795231      3.545548117       0.003961                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9ABE, length = 1000
59B  --1-           -1  -1       42795231      3.545552791       0.004674                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107C80, length = 1000
59B  --1-           -1  -1       42795231      3.545555960       0.003169                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C02, length = 1000
59B  --1-           -1  -1       42795231      3.545559937       0.003977                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CCBB, length = 1000
59B  --1-           -1  -1       42795231      3.545563968       0.004031                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C26, length = 1000
59B  --1-           -1  -1       42795231      3.545568246       0.004278                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002102874, length = 1000
59B  --1-           -1  -1       42795231      3.545572062       0.003816                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C6E, length = 1000
59B  --1-           -1  -1       42795231      3.545575812       0.003750                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CCE1, length = 1000
59B  --1-           -1  -1       42795231      3.545579343       0.003531                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C92, length = 1000
59B  --1-           -1  -1       42795231      3.545583906       0.004563                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021029E9, length = 1000
59B  --1-           -1  -1       42795231      3.545587220       0.003314                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9DD6, length = 1000
59B  --1-           -1  -1       42795231      3.545591535       0.004315                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CD86, length = 1000
59B  --1-           -1  -1       42795231      3.545595146       0.003611                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9DFA, length = 1000
59B  --1-           -1  -1       42795231      3.547522250       1.927104                   JFS2 IO read: vp = F10001038096CC20, sid = A800A8, offset = 0000000000000000, length = 0B81
59B  --1-           -1  -1       38469817      3.548419750       0.897500                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000000000, length = 0400
59B  --1-           -1  -1       38469817      3.548596656       0.176906                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000000000, length = 0FFC
59B  --1-           -1  -1       38469817      3.548599859       0.003203                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000007804, length = 0020
59B  --1-           -1  -1       38469817      3.548602656       0.002797                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 00000000000081B4, length = 002F
59B  --1-           -1  -1       37486615      3.549333705       0.731049                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000000000, length = 0400
59B  --1-           -1  -1       37486615      3.549624283       0.290578                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000000000, length = 0FFC
59B  --1-           -1  -1       37486615      3.549626285       0.002002                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000007804, length = 0020
59B  --1-           -1  -1       37486615      3.549628031       0.001746                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 00000000000081B4, length = 002F
59B  --1-           -1  -1       42795231      3.551159640       1.531609                   JFS2 IO read: vp = F100010380A0C820, sid = 9A011A, offset = 0000000000000000, length = 06A7
59B  --1-           -1  -1       42795231      3.551220035       0.060395                   JFS2 IO read: vp = F100010380A0C820, sid = 9A011A, offset = 00000000000006A7, length = 0000
59B  --1-           -1  -1       42795231      3.551431361       0.211326                   JFS2 IO read: vp = F100010380A3C820, sid = B100F1, offset = 0000000000000000, length = 1000
59B  --1-           -1  -1       42795231      3.551511562       0.080201                   JFS2 IO read: vp = F100010380A3C820, sid = B100F1, offset = 0000000000001000, length = 06DE
59B  --1-           -1  -1       42795231      3.551564330       0.052768                   JFS2 IO read: vp = F100010380A3C820, sid = B100F1, offset = 00000000000015A4, length = 013A
59B  --1-           -1  -1       42795231      3.551599294       0.034964                   JFS2 IO read: vp = F100010380A3C820, sid = B100F1, offset = 0000000000000D3F, length = 099F
59B  --1-           -1  -1       42795231      3.551758130       0.158836                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 0000000000000000, length = 02F8
59B  --1-           -1  -1       42795231      3.551781843       0.023713                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 0000000000000000, length = 02F8
59B  --1-           -1  -1       42795231      3.552232437       0.450594                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 0000000000000000, length = 02F8
59B  --1-           -1  -1       42795231      3.552276656       0.044219                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 00000000000001E1, length = 0117
59B  --1-           -1  -1       42795231      3.552396531       0.119875                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 000000000000001A, length = 02DE
59B  --1-           -1  -1       42795231      3.552485566       0.089035                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 0000000000000000, length = 02F8
59B  --1-           -1  -1       42795231      3.552512240       0.026674                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 00000000000000A2, length = 0256
59B  --1-           -1  -1       37486619      3.618945437      66.433197                   JFS2 IO read: vp = F10001038136F420, sid = A901A9, offset = 0000000000000000, length = 0400
59B  --1-           -1  -1       37486619      3.619196675       0.251238                   JFS2 IO read: vp = F10001038136F420, sid = A901A9, offset = 0000000000000000, length = 0DE4
59B  --1-           -1  -1       37486619      3.619199781       0.003106                   JFS2 IO read: vp = F10001038136F420, sid = A901A9, offset = 0000000000000A98, length = 0020
59B  --1-           -1  -1       37486619      3.619202468       0.002687                   JFS2 IO read: vp = F10001038136F420, sid = A901A9, offset = 0000000000000D58, length = 002F
59B  init           -1  1        65539         3.620565871       1.363403                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000000000, length = 0288
59B  init           -1  1        65539         3.620570375       0.004504                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000000288, length = 0288
59B  init           -1  1        65539         3.620572781       0.002406                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000000510, length = 0288
59B  init           -1  1        65539         3.620574884       0.002103                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000000798, length = 0288
59B  init           -1  1        65539         3.620576839       0.001955                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000000A20, length = 0288
59B  init           -1  1        65539         3.620578810       0.001971                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000000CA8, length = 0288
59B  init           -1  1        65539         3.620580771       0.001961                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000000F30, length = 0288
59B  init           -1  1        65539         3.620582906       0.002135                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000011B8, length = 0288
59B  init           -1  1        65539         3.620585089       0.002183                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000001440, length = 0288
59B  init           -1  1        65539         3.620587062       0.001973                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000016C8, length = 0288
59B  init           -1  1        65539         3.620588968       0.001906                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000001950, length = 0288
59B  init           -1  1        65539         3.620590947       0.001979                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000001BD8, length = 0288
59B  init           -1  1        65539         3.620592843       0.001896                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000001E60, length = 0288
59B  init           -1  1        65539         3.620594976       0.002133                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000020E8, length = 0288
59B  init           -1  1        65539         3.620597037       0.002061                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000002370, length = 0288
59B  init           -1  1        65539         3.620599091       0.002054                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000025F8, length = 0288
59B  init           -1  1        65539         3.620601058       0.001967                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000002880, length = 0288
59B  init           -1  1        65539         3.620603062       0.002004                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000002B08, length = 0288
59B  init           -1  1        65539         3.620604968       0.001906                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000002D90, length = 0288
59B  init           -1  1        65539         3.620607062       0.002094                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000003018, length = 0288
59B  init           -1  1        65539         3.620609070       0.002008                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000032A0, length = 0288
59B  init           -1  1        65539         3.620611000       0.001930                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000003528, length = 0288
59B  init           -1  1        65539         3.620612875       0.001875                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000037B0, length = 0288
59B  init           -1  1        65539         3.620614783       0.001908                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000003A38, length = 0288
59B  init           -1  1        65539         3.620616716       0.001933                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000003CC0, length = 0288
59B  init           -1  1        65539         3.620618656       0.001940                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000003F48, length = 0288
59B  init           -1  1        65539         3.620620906       0.002250                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000041D0, length = 0288
59B  init           -1  1        65539         3.620622843       0.001937                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000004458, length = 0288
59B  init           -1  1        65539         3.620624812       0.001969                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000046E0, length = 0288
59B  init           -1  1        65539         3.620626701       0.001889                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000004968, length = 0288
59B  init           -1  1        65539         3.620628625       0.001924                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000004BF0, length = 0288
59B  init           -1  1        65539         3.620630531       0.001906                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000004E78, length = 0288
59B  init           -1  1        65539         3.620632750       0.002219                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000005100, length = 0288
59B  init           -1  1        65539         3.620634750       0.002000                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000005388, length = 0288
59B  init           -1  1        65539         3.620636656       0.001906                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000005610, length = 0288
59B  init           -1  1        65539         3.620638687       0.002031                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000005898, length = 0288
59B  init           -1  1        65539         3.620640656       0.001969                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000005B20, length = 0288
59B  init           -1  1        65539         3.620642595       0.001939                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000005DA8, length = 0288
59B  init           -1  1        65539         3.620646656       0.004061                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000006030, length = 0288
59B  init           -1  1        65539         3.620649031       0.002375                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000062B8, length = 0288
59B  init           -1  1        65539         3.620650968       0.001937                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000006540, length = 0288
59B  init           -1  1        65539         3.620652937       0.001969                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000067C8, length = 0288
59B  init           -1  1        65539         3.620654875       0.001938                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000006A50, length = 0288
59B  init           -1  1        65539         3.620656812       0.001937                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000006CD8, length = 0288
59B  init           -1  1        65539         3.620658832       0.002020                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 0000000000006F60, length = 0288
59B  init           -1  1        65539         3.620660972       0.002140                   JFS2 IO read: vp = F10001038148E820, sid = A201A2, offset = 00000000000071E8, length = 0000
59B  syncd          -1  2490614  4587631       4.469269738     848.608766                   JFS2 IO read: vp = F100010380A3B820, sid = AC00EC, offset = 0000000000000000, length = 06DE
59B  syncd          -1  2490614  4587631       4.469334812       0.065074                   JFS2 IO read: vp = F100010380A3B820, sid = AC00EC, offset = 00000000000006DE, length = 0000
59B  --1-           -1  -1       42795233      4.620855406     151.520594                   JFS2 IO read: vp = F10001038088E820, sid = BC013C, offset = 0000000000000000, length = 0400
59B  --1-           -1  -1       42795233      4.621163968       0.308562                   JFS2 IO read: vp = F10001038088E820, sid = BC013C, offset = 0000000000000000, length = 0FC0
59B  --1-           -1  -1       42795233      4.621167091       0.003123                   JFS2 IO read: vp = F10001038088E820, sid = BC013C, offset = 0000000000018888, length = 0038
59B  --1-           -1  -1       42795233      4.621171531       0.004440                   JFS2 IO read: vp = F10001038088E820, sid = BC013C, offset = 000000000001BDB0, length = 0070
59B  --1-           -1  -1       42795233      4.622256812       1.085281                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000000000000, length = 1000
59B  --1-           -1  -1       42795233      4.622264109       0.007297                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB4F00, length = 1000
59B  --1-           -1  -1       42795233      4.622269250       0.005141                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021021B0, length = 1000
59B  --1-           -1  -1       42795233      4.622273267       0.004017                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB4F24, length = 1000
59B  --1-           -1  -1       42795233      4.622281529       0.008262                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB5F2C, length = 1000
59B  --1-           -1  -1       42795233      4.622288656       0.007127                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB6F34, length = 1000
59B  --1-           -1  -1       42795233      4.622296056       0.007400                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB7F3C, length = 1000
59B  --1-           -1  -1       42795233      4.622303593       0.007537                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB8F44, length = 1000
59B  --1-           -1  -1       42795233      4.622310626       0.007033                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB9F4C, length = 1000
59B  --1-           -1  -1       42795233      4.622317531       0.006905                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBAF54, length = 1000
59B  --1-           -1  -1       42795233      4.622324875       0.007344                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBBF5C, length = 1000
59B  --1-           -1  -1       42795233      4.622332126       0.007251                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBCF64, length = 1000
59B  --1-           -1  -1       42795233      4.622339343       0.007217                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBDF6C, length = 1000
59B  --1-           -1  -1       42795233      4.622346257       0.006914                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBEF74, length = 1000
59B  --1-           -1  -1       42795233      4.622353718       0.007461                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBFF7C, length = 1000
59B  --1-           -1  -1       42795233      4.622361021       0.007303                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC0F84, length = 1000
59B  --1-           -1  -1       42795233      4.622368187       0.007166                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC1F8C, length = 1000
59B  --1-           -1  -1       42795233      4.622375375       0.007188                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC2F94, length = 1000
59B  --1-           -1  -1       42795233      4.622382968       0.007593                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC3F9C, length = 1000
59B  --1-           -1  -1       42795233      4.622390250       0.007282                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC4FA4, length = 1000
59B  --1-           -1  -1       42795233      4.622397312       0.007062                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC5FAC, length = 1000
59B  --1-           -1  -1       42795233      4.622404226       0.006914                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC6FB4, length = 1000
59B  --1-           -1  -1       42795233      4.622411812       0.007586                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC7FBC, length = 1000
59B  --1-           -1  -1       42795233      4.622419365       0.007553                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC8FC4, length = 1000
59B  --1-           -1  -1       42795233      4.622426492       0.007127                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC9FCC, length = 1000
59B  --1-           -1  -1       42795233      4.622433375       0.006883                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCAFD4, length = 1000
59B  --1-           -1  -1       42795233      4.622440750       0.007375                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCBFDC, length = 1000
59B  --1-           -1  -1       42795233      4.622448093       0.007343                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCCFE4, length = 1000
59B  --1-           -1  -1       42795233      4.622455250       0.007157                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCDFEC, length = 1000
59B  --1-           -1  -1       42795233      4.622462228       0.006978                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCEFF4, length = 1000
59B  --1-           -1  -1       42795233      4.622469544       0.007316                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCFFFC, length = 1000
59B  --1-           -1  -1       42795233      4.622476783       0.007239                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD1004, length = 1000
59B  --1-           -1  -1       42795233      4.622484318       0.007535                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD200C, length = 1000
59B  --1-           -1  -1       42795233      4.622491187       0.006869                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD3014, length = 1000
59B  --1-           -1  -1       42795233      4.622498587       0.007400                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD401C, length = 1000
59B  --1-           -1  -1       42795233      4.622505894       0.007307                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD5024, length = 1000
59B  --1-           -1  -1       42795233      4.622513009       0.007115                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD602C, length = 1000
59B  --1-           -1  -1       42795233      4.622520027       0.007018                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD7034, length = 1000
59B  --1-           -1  -1       42795233      4.622527421       0.007394                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD803C, length = 1000
59B  --1-           -1  -1       42795233      4.622534742       0.007321                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9044, length = 1000
59B  --1-           -1  -1       42795233      4.622540291       0.005549                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CB2C, length = 1000
59B  --1-           -1  -1       42795233      4.622544375       0.004084                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD94A0, length = 1000
59B  --1-           -1  -1       42795233      4.622548062       0.003687                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210C994, length = 1000
59B  --1-           -1  -1       42795233      4.622552031       0.003969                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD94C4, length = 1000
59B  --1-           -1  -1       42795233      4.622556216       0.004185                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107AE5, length = 1000
59B  --1-           -1  -1       42795233      4.622560605       0.004389                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD95AE, length = 1000
59B  --1-           -1  -1       42795233      4.622564525       0.003920                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CBA9, length = 1000
59B  --1-           -1  -1       42795233      4.622567937       0.003412                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD95D2, length = 1000
59B  --1-           -1  -1       42795233      4.622572906       0.004969                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002104DD9, length = 1000
59B  --1-           -1  -1       42795233      4.622577281       0.004375                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD97CA, length = 1000
59B  --1-           -1  -1       42795233      4.622581000       0.003719                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CC08, length = 1000
59B  --1-           -1  -1       42795233      4.622584023       0.003023                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD97EE, length = 1000
59B  --1-           -1  -1       42795233      4.622587804       0.003781                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107A71, length = 1000
59B  --1-           -1  -1       42795233      4.622591625       0.003821                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9812, length = 1000
59B  --1-           -1  -1       42795233      4.622595906       0.004281                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107970, length = 1000
59B  --1-           -1  -1       42795233      4.622599031       0.003125                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9836, length = 1000
59B  --1-           -1  -1       42795233      4.622603312       0.004281                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002104DF8, length = 1000
59B  --1-           -1  -1       42795233      4.622606550       0.003238                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD985A, length = 1000
59B  --1-           -1  -1       42795233      4.622610718       0.004168                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210828F, length = 1000
59B  --1-           -1  -1       42795233      4.622616320       0.005602                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD987E, length = 1000
59B  --1-           -1  -1       42795233      4.622620843       0.004523                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002106471, length = 1000
59B  --1-           -1  -1       42795233      4.622625687       0.004844                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD98A2, length = 1000
59B  --1-           -1  -1       42795233      4.622629746       0.004059                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210645C, length = 1000
59B  --1-           -1  -1       42795233      4.622633818       0.004072                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD98C6, length = 1000
59B  --1-           -1  -1       42795233      4.622637771       0.003953                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002108455, length = 1000
59B  --1-           -1  -1       42795233      4.622641537       0.003766                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD98EA, length = 1000
59B  --1-           -1  -1       42795233      4.622645250       0.003713                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002108446, length = 1000
59B  --1-           -1  -1       42795233      4.622648828       0.003578                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD990E, length = 1000
59B  --1-           -1  -1       42795233      4.622652812       0.003984                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107B16, length = 1000
59B  --1-           -1  -1       42795233      4.622656591       0.003779                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9932, length = 1000
